緯度,経度,場所
34.689213,135.130712,1
34.688621,135.132865,1
34.689055,135.134654,1
34.685986,135.133784,1
34.684572,135.134763,1
34.684727,135.131771,1
34.682881,135.134108,1
34.681849,135.137031,1
34.682309,135.135296,1
34.683279,135.132295,1
34.685673,135.128552,1
34.692829,135.138283,1
34.682372,135.145725,1
34.682077,135.139856,1
34.683513,135.137191,1
34.685277,135.140766,1
34.686198,135.137603,1
34.689179,135.139792,1
34.684883,135.148427,1
34.687049,135.135728,1
34.686317,135.139499,1
34.682116,135.148715,1
34.681232,135.14659,1
34.685219,135.143893,1
34.682742,135.143171,1
34.683433,135.140535,1
34.684434,135.142968,1
34.68496,135.136931,1
34.68388,135.139032,1
34.686618,135.141248,1
34.686212,135.145697,1
34.687945,135.140167,1
34.688574,135.137128,1
34.690275,135.136376,1
34.691587,135.139942,1
34.690134,135.138791,1
34.691387,135.13764,1
34.682936,135.147508,1
34.683781,135.145963,1
34.683237,135.149439,1
34.681971,135.150252,1
34.688957,135.142911,1
34.686196,135.147842,1
34.674185,135.155697,1
34.673632,135.156239,1
34.673332,135.155275,1
34.672977,135.156875,1
34.672404,135.15606,1
34.672095,135.157733,1
34.671544,135.15466,1
34.671494,135.156951,1
34.675944,135.155277,1
34.672861,135.152175,1
34.674315,135.150878,1
34.673315,135.146588,1
34.675348,135.14992,1
34.676269,135.150442,1
34.675497,135.148701,1
34.679651,135.148549,1
34.674165,135.153599,1
34.675719,135.153359,1
34.677401,135.152105,1
34.675314,135.151664,1
34.672357,135.154292,1
34.670751,135.15376,1
34.671522,135.153124,1
34.670746,135.152124,1
34.671151,135.14874,1
34.673486,135.148955,1
34.679103,135.147441,1
34.675369,135.146513,1
34.675048,135.147666,1
34.676386,135.146091,1
34.674742,135.146771,1
34.674206,135.147009,1
34.671834,135.150519,1
34.673521,135.147331,1
34.672628,135.147839,1
34.671746,135.148458,1
34.673998,135.146288,1
34.675988,135.145444,1
34.675192,135.145628,1
34.67491,135.144645,1
34.674272,135.145232,1
34.673676,135.145319,1
34.674516,135.146023,1
34.672339,135.146848,1
34.671235,135.147298,1
34.670713,135.145192,1
34.671884,135.145845,1
34.67053,135.146595,1
34.672132,135.143981,1
34.673112,135.145428,1
34.671895,135.142498,1
34.67172,135.14081,1
34.67491,135.141515,1
34.674207,135.144134,1
34.675681,135.144445,1
34.6768,135.145468,1
34.677146,135.147307,1
34.677834,135.145401,1
34.679261,135.145748,1
34.680566,135.144007,1
34.67915,135.144124,1
34.680556,135.145334,1
34.679032,135.1465,1
34.680184,135.149415,1
34.677559,135.149435,1
34.678301,135.153457,1
34.678554,135.151162,1
34.681607,135.151102,1
34.680596,135.141815,1
34.677682,135.142406,1
34.67282,135.139727,1
34.679282,135.13586,1
34.674115,135.132439,1
34.672416,135.137913,1
34.676473,135.138219,1
34.671986,135.138789,1
34.672227,135.137434,1
34.678697,135.116586,1
34.677924,135.114514,1
34.64265,135.120121,1
34.674998,135.120555,1
34.666646,135.122164,1
34.654173,135.122382,1
34.649508,135.122225,1
34.662436,135.12203,1
34.650434,135.121657,1
34.651398,135.122629,1
34.655543,135.121623,1
34.65735,135.122555,1
34.647168,135.120897,1
34.645626,135.122223,1
34.64817,135.122999,1
34.645055,135.124474,1
34.643128,135.124835,1
34.670042,135.130477,1
34.668945,135.126161,1
34.670107,135.127987,1
34.671416,135.092054,1
34.668788,135.087946,1
34.667103,135.079485,1
34.669717,135.082497,1
34.66974,135.115402,1
34.671209,135.116321,1
34.670614,135.11109,1
34.669299,135.113035,1
34.670401,135.107865,1
34.667638,135.104567,1
34.66259,135.091625,1
34.687919,135.108137,1
34.671502,135.099319,1
34.670411,135.095349,1
34.667981,135.083699,1
34.66186,135.134572,1
34.660476,135.13595,1
34.666129,135.131454,1
34.661076,135.135381,1
34.660016,135.13357,1
34.660173,135.12579,1
34.660298,135.127698,1
34.659753,135.129483,1
34.660234,135.130365,1
34.660663,135.132867,1
34.661027,135.131139,1
34.660602,135.134512,1
34.661324,135.133683,1
34.664616,135.130342,1
34.662167,135.133301,1
34.665032,135.131123,1
34.662471,135.133965,1
34.663056,135.133144,1
34.663895,135.132774,1
34.665286,135.131617,1
34.665897,135.130756,1
34.665586,135.130355,1
34.66761,135.131463,1
34.666875,135.130787,1
34.663388,135.131791,1
34.661724,135.132167,1
34.662502,135.131782,1
34.663531,135.130063,1
34.664003,135.13085,1
34.66655,135.12991,1
34.66755,135.129291,1
34.665239,135.127229,1
34.662847,135.130793,1
34.662442,135.130459,1
34.663917,135.129558,1
34.662356,135.129707,1
34.662825,135.127534,1
34.665033,135.128584,1
34.665855,135.129012,1
34.665974,135.129693,1
34.66688,135.126494,1
34.655085,135.139853,1
34.655936,135.139128,1
34.655626,135.140902,1
34.657283,135.139202,1
34.657996,135.138476,1
34.65649,135.140006,1
34.654383,135.139003,1
34.650031,135.134146,1
34.653787,135.138072,1
34.655596,135.13284,1
34.659602,135.136718,1
34.659874,135.13525,1
34.659275,135.134334,1
34.65903,135.136047,1
34.658511,135.135045,1
34.652196,135.129329,1
34.656713,135.13852,1
34.655279,135.138149,1
34.656089,135.13737,1
34.654667,135.137202,1
34.658719,135.137572,1
34.656815,135.136665,1
34.657498,135.137676,1
34.658214,135.136791,1
34.657613,135.135882,1
34.657883,135.134204,1
34.658683,135.133423,1
34.655845,135.136048,1
34.656357,135.133882,1
34.65703,135.134917,1
34.656664,135.132004,1
34.654961,135.131876,1
34.659378,135.132947,1
34.657728,135.132812,1
34.658989,135.131723,1
34.660168,135.13165,1
34.656028,135.129296,1
34.65273,135.128367,1
34.653503,135.127592,1
34.652917,135.126609,1
34.653531,135.129525,1
34.654912,135.12824,1
34.649536,135.13308,1
34.652685,135.134098,1
34.654427,135.130836,1
34.654632,135.129337,1
34.65648,135.130467,1
34.657445,135.131364,1
34.655891,135.131372,1
34.652391,135.125405,1
34.652142,135.127377,1
34.653857,135.126696,1
34.650735,135.124345,1
34.649986,135.127995,1
34.651595,135.130113,1
34.650256,135.128773,1
34.650248,135.126458,1
34.651152,135.125505,1
34.659589,135.130928,1
34.65659,135.127487,1
34.658447,135.127424,1
34.657213,135.126432,1
34.657288,135.128968,1
34.658457,135.130138,1
34.659125,135.12912,1
34.658934,135.126153,1
34.651379,135.128118,1
34.65162,135.126322,1
34.650349,135.123198,1
34.653475,135.124444,1
34.655095,135.125959,1
34.656653,135.124766,1
34.642382,135.13681,1
34.649323,135.134832,1
34.643648,135.135784,1
34.649276,135.127,1
34.648973,135.124255,1
34.648085,135.125163,1
34.647368,135.13361,1
34.647591,135.128615,1
34.647613,135.132114,1
34.647382,135.124169,1
34.646524,135.134056,1
34.647381,135.131539,1
34.647047,135.127651,1
34.647246,135.125973,1
34.647096,135.129164,1
34.647088,135.135207,1
34.646931,135.131031,1
34.646237,135.129918,1
34.646824,135.123394,1
34.646732,135.132761,1
34.646515,135.126688,1
34.646673,135.124912,1
34.646756,135.137261,1
34.645653,135.129023,1
34.646424,135.128118,1
34.643906,135.138008,1
34.646293,135.136178,1
34.646081,135.123997,1
34.64607,135.131682,1
34.645904,135.135139,1
34.64598,135.125657,1
34.645448,135.13414,1
34.645711,135.13312,1
34.6459,135.127292,1
34.645432,135.130449,1
34.645135,135.128037,1
34.645108,135.126533,1
34.644707,135.135066,1
34.643595,135.130138,1
34.649495,135.125223,1
34.648904,135.129048,1
34.647885,135.136268,1
34.648708,135.133872,1
34.648095,135.132912,1
34.648853,135.132121,1
34.648638,135.135637,1
34.647978,135.134573,1
34.647776,135.126928,1
34.648571,135.126066,1
34.648377,135.130823,1
34.647785,135.130051,1
34.668006,135.100525,1
34.665007,135.100213,1
34.666859,135.097402,1
34.666717,135.094915,1
34.66763,135.089133,1
34.667639,135.091586,1
34.658901,135.120156,1
34.65328,135.108404,1
34.652828,135.115519,1
34.650362,135.115244,1
34.650716,135.118989,1
34.65203,135.120895,1
34.654624,135.118689,1
34.655825,135.119323,1
34.657711,135.119728,1
34.659028,135.111289,1
34.65887,135.101263,1
34.654734,135.103944,1
34.653835,135.098863,1
34.65713,135.094359,1
34.656395,135.100372,1
34.655864,135.10725,1
34.658882,135.104406,1
34.656615,135.103933,1
34.649205,135.119448,1
34.650224,135.116578,1
34.646259,135.117805,1
34.648647,135.116757,1
34.644481,135.116274,1
34.644981,135.112014,1
34.642502,135.116777,1
34.647633,135.117197,1
34.647145,135.117831,1
34.647804,135.115363,1
34.646241,135.119544,1
34.644809,135.120511,1
34.644851,135.118974,1
34.645118,135.117416,1
34.64958,135.113659,1
34.64614,135.115268,1
34.647675,135.109121,1
34.646255,135.110165,1
34.644601,135.108604,1
34.646335,135.112204,1
34.645498,135.10839,1
34.645972,135.113678,1
34.642875,135.114278,1
34.644258,135.113456,1
34.642319,135.111388,1
34.64433,135.111239,1
34.643522,135.109266,1
34.648467,135.120636,1
34.648898,135.111367,1
34.650109,135.109923,1
34.644809,135.105301,1
34.646921,135.106071,1
34.643799,135.106529,1
34.641438,135.108249,1
34.641954,135.103866,1
34.637538,135.101196,1
34.640394,135.10173,1
34.638852,135.099954,1
34.644947,135.099892,1
34.681584,135.119166,1
34.680584,135.114301,1
34.671884,135.107246,1
34.674477,135.110865,1
34.672926,135.109706,1
34.675525,135.105854,1
34.673063,135.102602,1
34.677629,135.105634,1
34.676777,135.101722,1
34.680172,135.103387,1
34.675941,135.09898,1
34.679326,135.098795,1
34.682928,135.097432,1
34.674241,135.094516,1
34.673513,135.091225,1
34.675337,135.096085,1
34.678629,135.09481,1
34.673263,135.087883,1
34.675641,135.090863,1
34.676571,135.08871,1
34.675662,135.087586,1
34.682185,135.093793,1
34.680346,135.089825,1
34.682722,135.089061,1
34.672149,135.08614,1
34.674229,135.085433,1
34.672032,135.083334,1
34.675262,135.084687,1
34.678424,135.088744,1
34.678621,135.081949,1
34.681431,135.086779,1
34.680751,135.08437,1
34.679953,135.077771,1
34.683473,135.074409,1
34.683858,135.069212,1
34.690037,135.114286,1
34.682877,135.10794,1
34.686985,135.115003,1
34.687927,135.112547,1
34.684254,135.104039,1
34.689297,135.103549,1
34.684149,135.100261,1
34.693592,135.110149,1
34.692356,135.105792,1
34.693289,135.106761,1
34.695711,135.106464,1
34.694541,135.104072,1
34.689433,135.100803,1
34.693569,135.102157,1
34.686449,135.09646,1
34.686405,135.092786,1
34.685886,135.089724,1
34.689643,135.098194,1
34.695789,135.100175,1
34.690594,135.095888,1
34.6944,135.097786,1
34.695135,135.095793,1
34.691327,135.093009,1
34.684822,135.087412,1
34.68436,135.085053,1
34.68366,135.083102,1
34.68689,135.086129,1
34.686349,135.083654,1
34.690528,135.087953,1
34.687844,135.082497,1
34.690603,135.083706,1
34.688591,135.081019,1
34.68712,135.078514,1
34.686601,135.074013,1
34.690217,135.070133,1
34.704293,135.10131,1
34.673367,135.061312,1
34.674596,135.06536,1
34.670663,135.049354,1
34.670004,135.056639,1
34.668425,135.052666,1
34.66857,135.049588,1
34.668382,135.045791,1
34.667258,135.039257,1
34.662028,135.068106,1
34.670223,135.072436,1
34.669329,135.064048,1
34.671775,135.066469,1
34.669378,135.067566,1
34.668749,135.06134,1
34.665349,135.053653,1
34.665937,135.048449,1
34.663113,135.047583,1
34.666722,135.042034,1
34.628008,135.052942,1
34.626373,135.058046,1
34.632446,135.059304,1
34.631732,135.058813,1
34.629913,135.058711,1
34.630777,135.058682,1
34.631236,135.058064,1
34.629928,135.056458,1
34.63164,135.056703,1
34.633009,135.057972,1
34.633811,135.056087,1
34.63184,135.05429,1
34.628851,135.056174,1
34.629904,135.054232,1
34.630426,135.050174,1
34.630762,135.052128,1
34.630277,135.048709,1
34.632821,135.050075,1
34.630316,135.047425,1
34.632891,135.04796,1
34.63446,135.047646,1
34.62954,135.042268,1
34.630599,135.045086,1
34.631141,135.042922,1
34.633088,135.044535,1
34.634494,135.044688,1
34.627203,135.04578,1
34.630722,135.040813,1
34.631856,135.041398,1
34.634232,135.041185,1
34.632261,135.036231,1
34.635145,135.056238,1
34.635737,135.055082,1
34.637247,135.054493,1
34.63909,135.056763,1
34.641674,135.057383,1
34.63435,135.052722,1
34.634251,135.050952,1
34.640142,135.054731,1
34.63497,135.050015,1
34.635805,135.049022,1
34.637502,135.051273,1
34.64042,135.05203,1
34.636541,135.047826,1
34.638366,135.047644,1



