緯度,経度,場所
34.685673,135.128552,神戸市長田区一里山町
34.692829,135.138283,神戸市長田区鶯町四丁目
34.682372,135.145725,神戸市長田区長田天神町五丁目
34.682077,135.139856,神戸市長田区丸山町一丁目
34.683513,135.137191,神戸市長田区丸山町四丁目
34.685277,135.140766,神戸市長田区西丸山町一丁目
34.686198,135.137603,神戸市長田区西丸山町三丁目
34.689179,135.139792,神戸市長田区檜川町三丁目
34.684883,135.148427,神戸市長田区滝谷町一丁目
34.687049,135.135728,神戸市長田区萩乃町一丁目
34.686317,135.139499,神戸市長田区西丸山町二丁目
34.682116,135.148715,神戸市長田区長田天神町二丁目
34.681232,135.14659,神戸市長田区長田天神町一丁目
34.685219,135.143893,神戸市長田区長田天神町七丁目
34.682742,135.143171,神戸市長田区明泉寺町三丁目
34.683433,135.140535,神戸市長田区丸山町二丁目
34.684434,135.142968,神戸市長田区東丸山町
34.68496,135.136931,神戸市長田区花山町一丁目
34.68388,135.139032,神戸市長田区丸山町三丁目
34.686618,135.141248,神戸市長田区檜川町一丁目
34.686212,135.145697,神戸市長田区滝谷町三丁目
34.687945,135.140167,神戸市長田区檜川町二丁目
34.688574,135.137128,神戸市長田区大日丘町一丁目
34.690275,135.136376,神戸市長田区大日丘町二丁目
34.691587,135.139942,神戸市長田区鶯町三丁目
34.690134,135.138791,神戸市長田区鶯町一丁目
34.691387,135.13764,神戸市長田区鶯町二丁目
34.682936,135.147508,神戸市長田区長田天神町四丁目
34.683781,135.145963,神戸市長田区長田天神町六丁目
34.683237,135.149439,神戸市長田区長田天神町三丁目
34.681971,135.150252,神戸市長田区房王寺町六丁目
34.688957,135.142911,神戸市長田区源平町
34.686196,135.147842,神戸市長田区滝谷町二丁目
34.674185,135.155697,神戸市長田区七番町
34.673632,135.156239,神戸市長田区六番町一丁目
34.673332,135.155275,神戸市長田区六番町二丁目
34.672977,135.156875,神戸市長田区五番町一丁目
34.672404,135.15606,神戸市長田区五番町二丁目
34.672095,135.157733,神戸市長田区四番町一丁目
34.671544,135.15466,神戸市長田区五番町三丁目
34.671494,135.156951,神戸市長田区四番町二丁目
34.675944,135.155277,神戸市長田区重池町一丁目
34.672861,135.152175,神戸市長田区寺池町一丁目
34.674315,135.150878,神戸市長田区寺池町二丁目
34.673315,135.146588,神戸市長田区長田町五丁目
34.675348,135.14992,神戸市長田区寺池町三丁目
34.676269,135.150442,神戸市長田区大丸町一丁目
34.675497,135.148701,神戸市長田区片山町三丁目
34.679651,135.148549,神戸市長田区房王寺町四丁目
34.674165,135.153599,神戸市長田区前原町一丁目
34.675719,135.153359,神戸市長田区房王寺町一丁目
34.677401,135.152105,神戸市長田区房王寺町二丁目
34.675314,135.151664,神戸市長田区前原町二丁目
34.672357,135.154292,神戸市長田区六番町三丁目
34.670751,135.15376,神戸市長田区五番町四丁目
34.671522,135.153124,神戸市長田区六番町四丁目
34.670746,135.152124,神戸市長田区六番町五丁目
34.671151,135.14874,神戸市長田区大塚町二丁目
34.673486,135.148955,神戸市長田区片山町二丁目
34.679103,135.147441,神戸市長田区大丸町三丁目
34.675369,135.146513,神戸市長田区大塚町八丁目
34.675048,135.147666,神戸市長田区片山町四丁目
34.676386,135.146091,神戸市長田区大塚町九丁目
34.674742,135.146771,神戸市長田区大塚町七丁目
34.674206,135.147009,神戸市長田区大塚町六丁目
34.671834,135.150519,神戸市長田区片山町一丁目
34.673521,135.147331,神戸市長田区大塚町五丁目
34.672628,135.147839,神戸市長田区大塚町四丁目
34.671746,135.148458,神戸市長田区大塚町三丁目
34.673998,135.146288,神戸市長田区長田町六丁目
34.675988,135.145444,神戸市長田区長田町九丁目
34.675192,135.145628,神戸市長田区長田町八丁目
34.67491,135.144645,神戸市長田区宮川町八丁目
34.674272,135.145232,神戸市長田区宮川町七丁目
34.673676,135.145319,神戸市長田区宮川町六丁目
34.674516,135.146023,神戸市長田区長田町七丁目
34.672339,135.146848,神戸市長田区長田町四丁目
34.671235,135.147298,神戸市長田区長田町三丁目
34.670713,135.145192,神戸市長田区西山町一丁目
34.671884,135.145845,神戸市長田区宮川町四丁目
34.67053,135.146595,神戸市長田区宮川町三丁目
34.672132,135.143981,神戸市長田区西山町二丁目
34.673112,135.145428,神戸市長田区宮川町五丁目
34.671895,135.142498,神戸市長田区上池田六丁目
34.67172,135.14081,神戸市長田区上池田五丁目
34.67491,135.141515,神戸市長田区西山町四丁目
34.674207,135.144134,神戸市長田区西山町三丁目
34.675681,135.144445,神戸市長田区宮川町九丁目
34.6768,135.145468,神戸市長田区名倉町一丁目
34.677146,135.147307,神戸市長田区片山町五丁目
34.677834,135.145401,神戸市長田区名倉町二丁目
34.679261,135.145748,神戸市長田区名倉町四丁目
34.680566,135.144007,神戸市長田区明泉寺町二丁目
34.67915,135.144124,神戸市長田区明泉寺町一丁目
34.680556,135.145334,神戸市長田区名倉町五丁目
34.679032,135.1465,神戸市長田区名倉町三丁目
34.680184,135.149415,神戸市長田区房王寺町五丁目
34.677559,135.149435,神戸市長田区大丸町二丁目
34.678301,135.153457,神戸市長田区重池町二丁目
34.678554,135.151162,神戸市長田区房王寺町三丁目
34.681607,135.151102,神戸市長田区房王寺町七丁目
34.680596,135.141815,神戸市長田区堀切町
34.677682,135.142406,神戸市長田区林山町
34.67282,135.139727,神戸市長田区宮丘町一丁目
34.679282,135.13586,神戸市長田区長者町
34.674115,135.132439,神戸市長田区高取山町
34.672416,135.137913,神戸市長田区池田丘町
34.676473,135.138219,神戸市長田区池田宮町
34.671986,135.138789,神戸市長田区宮丘町二丁目
34.672227,135.137434,神戸市長田区池田惣町
34.678697,135.116586,神戸市須磨区桜の杜二丁目
34.677924,135.114514,神戸市須磨区桜の杜一丁目
34.64265,135.120121,神戸市須磨区須磨浦通二丁目
34.674998,135.120555,神戸市須磨区妙法寺
34.666646,135.122164,神戸市須磨区板宿
34.654173,135.122382,神戸市須磨区若木町四丁目
34.649508,135.122225,神戸市須磨区月見山本町二丁目
34.662436,135.12203,神戸市須磨区大手
34.650434,135.121657,神戸市須磨区月見山町二丁目
34.651398,135.122629,神戸市須磨区月見山町一丁目
34.655543,135.121623,神戸市須磨区奥山畑町
34.65735,135.122555,神戸市須磨区上細沢町
34.647168,135.120897,神戸市須磨区行幸町三丁目
34.645626,135.122223,神戸市須磨区行幸町二丁目
34.64817,135.122999,神戸市須磨区月見山本町一丁目
34.645055,135.124474,神戸市須磨区行幸町一丁目
34.643128,135.124835,神戸市須磨区須磨浦通一丁目
34.670042,135.130477,神戸市須磨区禅昌寺町一丁目
34.668945,135.126161,神戸市須磨区明神町五丁目
34.670107,135.127987,神戸市須磨区禅昌寺町二丁目
34.671416,135.092054,神戸市須磨区友が丘九丁目
34.668788,135.087946,神戸市須磨区友が丘六丁目
34.667103,135.079485,神戸市須磨区菅の台七丁目
34.669717,135.082497,神戸市須磨区菅の台五丁目
34.66974,135.115402,神戸市須磨区横尾三丁目
34.671209,135.116321,神戸市須磨区横尾二丁目
34.670614,135.11109,神戸市須磨区横尾五丁目
34.669299,135.113035,神戸市須磨区横尾四丁目
34.670401,135.107865,神戸市須磨区横尾七丁目
34.667638,135.104567,神戸市須磨区横尾九丁目
34.66259,135.091625,神戸市須磨区多井畑
34.687919,135.108137,神戸市須磨区車
34.671502,135.099319,神戸市須磨区友が丘七丁目
34.670411,135.095349,神戸市須磨区友が丘八丁目
34.667981,135.083699,神戸市須磨区菅の台六丁目
34.66186,135.134572,神戸市須磨区飛松町一丁目
34.660476,135.13595,神戸市須磨区大黒町一丁目
34.666129,135.131454,神戸市須磨区永楽町一丁目
34.661076,135.135381,神戸市須磨区平田町一丁目
34.660016,135.13357,神戸市須磨区平田町三丁目
34.660173,135.12579,神戸市須磨区大手町九丁目
34.660298,135.127698,神戸市須磨区大手町七丁目
34.659753,135.129483,神戸市須磨区前池町六丁目
34.660234,135.130365,神戸市須磨区前池町五丁目
34.660663,135.132867,神戸市須磨区飛松町三丁目
34.661027,135.131139,神戸市須磨区前池町四丁目
34.660602,135.134512,神戸市須磨区平田町二丁目
34.661324,135.133683,神戸市須磨区飛松町二丁目
34.664616,135.130342,神戸市須磨区川上町二丁目
34.662167,135.133301,神戸市須磨区前池町二丁目
34.665032,135.131123,神戸市須磨区川上町一丁目
34.662471,135.133965,神戸市須磨区前池町一丁目
34.663056,135.133144,神戸市須磨区菊池町一丁目
34.663895,135.132774,神戸市須磨区宝田町一丁目
34.665286,135.131617,神戸市須磨区養老町一丁目
34.665897,135.130756,神戸市須磨区神撫町二丁目
34.665586,135.130355,神戸市須磨区神撫町一丁目
34.66761,135.131463,神戸市須磨区永楽町三丁目
34.666875,135.130787,神戸市須磨区永楽町二丁目
34.663388,135.131791,神戸市須磨区宝田町二丁目
34.661724,135.132167,神戸市須磨区前池町三丁目
34.662502,135.131782,神戸市須磨区菊池町二丁目
34.663531,135.130063,神戸市須磨区養老町三丁目
34.664003,135.13085,神戸市須磨区養老町二丁目
34.66655,135.12991,神戸市須磨区神撫町三丁目
34.66755,135.129291,神戸市須磨区神撫町四丁目
34.665239,135.127229,神戸市須磨区明神町三丁目
34.662847,135.130793,神戸市須磨区宝田町三丁目
34.662442,135.130459,神戸市須磨区板宿町一丁目
34.663917,135.129558,神戸市須磨区川上町三丁目
34.662356,135.129707,神戸市須磨区板宿町二丁目
34.662825,135.127534,神戸市須磨区板宿町三丁目
34.665033,135.128584,神戸市須磨区明神町二丁目
34.665855,135.129012,神戸市須磨区明神町一丁目
34.665974,135.129693,神戸市須磨区神撫町五丁目
34.66688,135.126494,神戸市須磨区明神町四丁目
34.655085,135.139853,神戸市須磨区常盤町二丁目
34.655936,135.139128,神戸市須磨区千歳町二丁目
34.655626,135.140902,神戸市須磨区常盤町一丁目
34.657283,135.139202,神戸市須磨区大池町一丁目
34.657996,135.138476,神戸市須磨区寺田町一丁目
34.65649,135.140006,神戸市須磨区千歳町一丁目
34.654383,135.139003,神戸市須磨区常盤町三丁目
34.650031,135.134146,神戸市須磨区行平町一丁目
34.653787,135.138072,神戸市須磨区常盤町四丁目
34.655596,135.13284,神戸市須磨区大田町六丁目
34.659602,135.136718,神戸市須磨区戎町一丁目
34.659874,135.13525,神戸市須磨区大黒町二丁目
34.659275,135.134334,神戸市須磨区大黒町三丁目
34.65903,135.136047,神戸市須磨区戎町二丁目
34.658511,135.135045,神戸市須磨区戎町三丁目
34.652196,135.129329,神戸市須磨区中島町二丁目
34.656713,135.13852,神戸市須磨区大池町二丁目
34.655279,135.138149,神戸市須磨区千歳町三丁目
34.656089,135.13737,神戸市須磨区大池町三丁目
34.654667,135.137202,神戸市須磨区千歳町四丁目
34.658719,135.137572,神戸市須磨区大田町一丁目
34.656815,135.136665,神戸市須磨区寺田町三丁目
34.657498,135.137676,神戸市須磨区寺田町二丁目
34.658214,135.136791,神戸市須磨区大田町二丁目
34.657613,135.135882,神戸市須磨区大田町三丁目
34.657883,135.134204,神戸市須磨区戎町四丁目
34.658683,135.133423,神戸市須磨区大黒町四丁目
34.655845,135.136048,神戸市須磨区大池町四丁目
34.656357,135.133882,神戸市須磨区大田町五丁目
34.65703,135.134917,神戸市須磨区大田町四丁目
34.656664,135.132004,神戸市須磨区戎町五丁目
34.654961,135.131876,神戸市須磨区大田町七丁目
34.659378,135.132947,神戸市須磨区平田町四丁目
34.657728,135.132812,神戸市須磨区大黒町五丁目
34.658989,135.131723,神戸市須磨区平田町五丁目
34.660168,135.13165,神戸市須磨区飛松町四丁目
34.656028,135.129296,神戸市須磨区権現町三丁目
34.65273,135.128367,神戸市須磨区戸政町二丁目
34.653503,135.127592,神戸市須磨区東町二丁目
34.652917,135.126609,神戸市須磨区東町三丁目
34.653531,135.129525,神戸市須磨区戸政町一丁目
34.654912,135.12824,神戸市須磨区堀池町一丁目
34.649536,135.13308,神戸市須磨区行平町二丁目
34.652685,135.134098,神戸市須磨区大池町五丁目
34.654427,135.130836,神戸市須磨区大田町八丁目
34.654632,135.129337,神戸市須磨区東町一丁目
34.65648,135.130467,神戸市須磨区権現町二丁目
34.657445,135.131364,神戸市須磨区権現町一丁目
34.655891,135.131372,神戸市須磨区戎町六丁目
34.652391,135.125405,神戸市須磨区東町四丁目
34.652142,135.127377,神戸市須磨区戸政町三丁目
34.653857,135.126696,神戸市須磨区堀池町二丁目
34.650735,135.124345,神戸市須磨区北町二丁目
34.649986,135.127995,神戸市須磨区稲葉町二丁目
34.651595,135.130113,神戸市須磨区中島町一丁目
34.650256,135.128773,神戸市須磨区稲葉町一丁目
34.650248,135.126458,神戸市須磨区南町一丁目
34.651152,135.125505,神戸市須磨区北町一丁目
34.659589,135.130928,神戸市須磨区飛松町五丁目
34.65659,135.127487,神戸市須磨区大手町三丁目
34.658447,135.127424,神戸市須磨区大手町五丁目
34.657213,135.126432,神戸市須磨区大手町四丁目
34.657288,135.128968,神戸市須磨区大手町二丁目
34.658457,135.130138,神戸市須磨区大手町一丁目
34.659125,135.12912,神戸市須磨区大手町六丁目
34.658934,135.126153,神戸市須磨区大手町八丁目
34.651379,135.128118,神戸市須磨区中島町三丁目
34.65162,135.126322,神戸市須磨区戸政町四丁目
34.650349,135.123198,神戸市須磨区北町三丁目
34.653475,135.124444,神戸市須磨区若木町二丁目
34.655095,135.125959,神戸市須磨区若木町一丁目
34.656653,135.124766,神戸市須磨区若木町三丁目
34.642382,135.13681,神戸市須磨区外浜町四丁目
34.649323,135.134832,神戸市須磨区青葉町一丁目
34.643648,135.135784,神戸市須磨区外浜町三丁目
34.649276,135.127,神戸市須磨区稲葉町三丁目
34.648973,135.124255,神戸市須磨区南町三丁目
34.648085,135.125163,神戸市須磨区稲葉町五丁目
34.647368,135.13361,神戸市須磨区鷹取町三丁目
34.647591,135.128615,神戸市須磨区村雨町三丁目
34.647613,135.132114,神戸市須磨区青葉町四丁目
34.647382,135.124169,神戸市須磨区稲葉町六丁目
34.646524,135.134056,神戸市須磨区古川町三丁目
34.647381,135.131539,神戸市須磨区衣掛町一丁目
34.647047,135.127651,神戸市須磨区村雨町四丁目
34.647246,135.125973,神戸市須磨区松風町五丁目
34.647096,135.129164,神戸市須磨区磯馴町三丁目
34.647088,135.135207,神戸市須磨区古川町二丁目
34.646931,135.131031,神戸市須磨区衣掛町二丁目
34.646237,135.129918,神戸市須磨区衣掛町三丁目
34.646824,135.123394,神戸市須磨区稲葉町七丁目
34.646732,135.132761,神戸市須磨区鷹取町四丁目
34.646515,135.126688,神戸市須磨区村雨町五丁目
34.646673,135.124912,神戸市須磨区松風町六丁目
34.646756,135.137261,神戸市須磨区小寺町一丁目
34.645653,135.129023,神戸市須磨区衣掛町四丁目
34.646424,135.128118,神戸市須磨区磯馴町四丁目
34.643906,135.138008,神戸市須磨区外浜町一丁目
34.646293,135.136178,神戸市須磨区小寺町二丁目
34.646081,135.123997,神戸市須磨区松風町七丁目
34.64607,135.131682,神戸市須磨区若宮町二丁目
34.645904,135.135139,神戸市須磨区小寺町三丁目
34.64598,135.125657,神戸市須磨区村雨町六丁目
34.645448,135.13414,神戸市須磨区小寺町四丁目
34.645711,135.13312,神戸市須磨区古川町四丁目
34.6459,135.127292,神戸市須磨区磯馴町五丁目
34.645432,135.130449,神戸市須磨区若宮町三丁目
34.645135,135.128037,神戸市須磨区衣掛町五丁目
34.645108,135.126533,神戸市須磨区磯馴町六丁目
34.644707,135.135066,神戸市須磨区外浜町二丁目
34.643595,135.130138,神戸市須磨区若宮町一丁目
34.649495,135.125223,神戸市須磨区南町二丁目
34.648904,135.129048,神戸市須磨区松風町三丁目
34.647885,135.136268,神戸市須磨区古川町一丁目
34.648708,135.133872,神戸市須磨区青葉町二丁目
34.648095,135.132912,神戸市須磨区青葉町三丁目
34.648853,135.132121,神戸市須磨区行平町三丁目
34.648638,135.135637,神戸市須磨区鷹取町一丁目
34.647978,135.134573,神戸市須磨区鷹取町二丁目
34.647776,135.126928,神戸市須磨区松風町四丁目
34.648571,135.126066,神戸市須磨区稲葉町四丁目
34.648377,135.130823,神戸市須磨区磯馴町一丁目
34.647785,135.130051,神戸市須磨区磯馴町二丁目
34.668006,135.100525,神戸市須磨区友が丘一丁目
34.665007,135.100213,神戸市須磨区多井畑東町
34.666859,135.097402,神戸市須磨区友が丘二丁目
34.666717,135.094915,神戸市須磨区友が丘三丁目
34.66763,135.089133,神戸市須磨区友が丘五丁目
34.667639,135.091586,神戸市須磨区友が丘四丁目
34.658901,135.120156,神戸市須磨区高尾台三丁目
34.65328,135.108404,神戸市須磨区高倉台一丁目
34.652828,135.115519,神戸市須磨区離宮西町二丁目
34.650362,135.115244,神戸市須磨区離宮西町一丁目
34.650716,135.118989,神戸市須磨区離宮前町二丁目
34.65203,135.120895,神戸市須磨区月見山町三丁目
34.654624,135.118689,神戸市須磨区水野町
34.655825,135.119323,神戸市須磨区高尾台一丁目
34.657711,135.119728,神戸市須磨区高尾台二丁目
34.659028,135.111289,神戸市須磨区東須磨
34.65887,135.101263,神戸市須磨区高倉台六丁目
34.654734,135.103944,神戸市須磨区高倉台三丁目
34.653835,135.098863,神戸市須磨区高倉台八丁目
34.65713,135.094359,神戸市須磨区多井畑南町
34.656395,135.100372,神戸市須磨区高倉台七丁目
34.655864,135.10725,神戸市須磨区高倉台二丁目
34.658882,135.104406,神戸市須磨区高倉台五丁目
34.656615,135.103933,神戸市須磨区高倉台四丁目
34.649205,135.119448,神戸市須磨区離宮前町一丁目
34.650224,135.116578,神戸市須磨区桜木町三丁目
34.646259,135.117805,神戸市須磨区天神町四丁目
34.648647,135.116757,神戸市須磨区桜木町二丁目
34.644481,135.116274,神戸市須磨区須磨本町二丁目
34.644981,135.112014,神戸市須磨区関守町二丁目
34.642502,135.116777,神戸市須磨区須磨浦通三丁目
34.647633,135.117197,神戸市須磨区桜木町一丁目
34.647145,135.117831,神戸市須磨区天神町五丁目
34.647804,135.115363,神戸市須磨区須磨寺町二丁目
34.646241,135.119544,神戸市須磨区天神町三丁目
34.644809,135.120511,神戸市須磨区天神町一丁目
34.644851,135.118974,神戸市須磨区天神町二丁目
34.645118,135.117416,神戸市須磨区須磨本町一丁目
34.64958,135.113659,神戸市須磨区須磨寺町三丁目
34.64614,135.115268,神戸市須磨区須磨寺町一丁目
34.647675,135.109121,神戸市須磨区高倉町一丁目
34.646255,135.110165,神戸市須磨区関守町三丁目
34.644601,135.108604,神戸市須磨区潮見台町三丁目
34.646335,135.112204,神戸市須磨区千守町二丁目
34.645498,135.10839,神戸市須磨区潮見台町四丁目
34.645972,135.113678,神戸市須磨区千守町一丁目
34.642875,135.114278,神戸市須磨区須磨浦通四丁目
34.644258,135.113456,神戸市須磨区関守町一丁目
34.642319,135.111388,神戸市須磨区須磨浦通五丁目
34.64433,135.111239,神戸市須磨区潮見台町一丁目
34.643522,135.109266,神戸市須磨区潮見台町二丁目
34.648467,135.120636,神戸市須磨区行幸町四丁目
34.648898,135.111367,神戸市須磨区須磨寺町四丁目
34.650109,135.109923,神戸市須磨区須磨寺町五丁目
34.644809,135.105301,神戸市須磨区一ノ谷町一丁目
34.646921,135.106071,神戸市須磨区高倉町二丁目
34.643799,135.106529,神戸市須磨区潮見台町五丁目
34.641438,135.108249,神戸市須磨区須磨浦通六丁目
34.641954,135.103866,神戸市須磨区一ノ谷町二丁目
34.637538,135.101196,神戸市須磨区一ノ谷町五丁目
34.640394,135.10173,神戸市須磨区一ノ谷町三丁目
34.638852,135.099954,神戸市須磨区一ノ谷町四丁目
34.644947,135.099892,神戸市須磨区西須磨
34.681584,135.119166,神戸市須磨区緑が丘二丁目
34.680584,135.114301,神戸市須磨区緑が丘一丁目
34.671884,135.107246,神戸市須磨区横尾八丁目
34.674477,135.110865,神戸市須磨区横尾一丁目
34.672926,135.109706,神戸市須磨区横尾六丁目
34.675525,135.105854,神戸市須磨区道正台一丁目
34.673063,135.102602,神戸市須磨区南落合一丁目
34.677629,135.105634,神戸市須磨区南落合四丁目
34.676777,135.101722,神戸市須磨区南落合三丁目
34.680172,135.103387,神戸市須磨区東落合一丁目
34.675941,135.09898,神戸市須磨区南落合二丁目
34.679326,135.098795,神戸市須磨区中落合一丁目
34.682928,135.097432,神戸市須磨区中落合四丁目
34.674241,135.094516,神戸市須磨区竜が台七丁目
34.673513,135.091225,神戸市須磨区竜が台六丁目
34.675337,135.096085,神戸市須磨区竜が台一丁目
34.678629,135.09481,神戸市須磨区中落合二丁目
34.673263,135.087883,神戸市須磨区竜が台五丁目
34.675641,135.090863,神戸市須磨区竜が台二丁目
34.676571,135.08871,神戸市須磨区竜が台三丁目
34.675662,135.087586,神戸市須磨区竜が台四丁目
34.682185,135.093793,神戸市須磨区中落合三丁目
34.680346,135.089825,神戸市須磨区西落合六丁目
34.682722,135.089061,神戸市須磨区西落合七丁目
34.672149,135.08614,神戸市須磨区菅の台三丁目
34.674229,135.085433,神戸市須磨区菅の台二丁目
34.672032,135.083334,神戸市須磨区菅の台四丁目
34.675262,135.084687,神戸市須磨区菅の台一丁目
34.678424,135.088744,神戸市須磨区西落合一丁目
34.678621,135.081949,神戸市須磨区西落合二丁目
34.681431,135.086779,神戸市須磨区西落合五丁目
34.680751,135.08437,神戸市須磨区西落合三丁目
34.679953,135.077771,神戸市須磨区緑台
34.683473,135.074409,神戸市須磨区弥栄台二丁目
34.683858,135.069212,神戸市須磨区弥栄台五丁目
34.690037,135.114286,神戸市須磨区若草町三丁目
34.682877,135.10794,神戸市須磨区清水台
34.686985,135.115003,神戸市須磨区若草町一丁目
34.687927,135.112547,神戸市須磨区若草町二丁目
34.684254,135.104039,神戸市須磨区東落合三丁目
34.689297,135.103549,神戸市須磨区白川台四丁目
34.684149,135.100261,神戸市須磨区東落合二丁目
34.693592,135.110149,神戸市須磨区東白川台五丁目
34.692356,135.105792,神戸市須磨区東白川台二丁目
34.693289,135.106761,神戸市須磨区東白川台三丁目
34.695711,135.106464,神戸市須磨区東白川台四丁目
34.694541,135.104072,神戸市須磨区東白川台一丁目
34.689433,135.100803,神戸市須磨区白川台三丁目
34.693569,135.102157,神戸市須磨区白川台六丁目
34.686449,135.09646,神戸市須磨区北落合一丁目
34.686405,135.092786,神戸市須磨区北落合二丁目
34.685886,135.089724,神戸市須磨区北落合三丁目
34.689643,135.098194,神戸市須磨区白川台二丁目
34.695789,135.100175,神戸市須磨区白川台七丁目
34.690594,135.095888,神戸市須磨区白川台一丁目
34.6944,135.097786,神戸市須磨区白川台五丁目
34.695135,135.095793,神戸市須磨区北落合六丁目
34.691327,135.093009,神戸市須磨区北落合五丁目
34.684822,135.087412,神戸市須磨区神の谷一丁目
34.68436,135.085053,神戸市須磨区神の谷二丁目
34.68366,135.083102,神戸市須磨区西落合四丁目
34.68689,135.086129,神戸市須磨区神の谷四丁目
34.686349,135.083654,神戸市須磨区神の谷三丁目
34.690528,135.087953,神戸市須磨区北落合四丁目
34.687844,135.082497,神戸市須磨区神の谷五丁目
34.690603,135.083706,神戸市須磨区神の谷七丁目
34.688591,135.081019,神戸市須磨区神の谷六丁目
34.68712,135.078514,神戸市須磨区弥栄台一丁目
34.686601,135.074013,神戸市須磨区弥栄台三丁目
34.690217,135.070133,神戸市須磨区弥栄台四丁目
34.704293,135.10131,神戸市須磨区白川
34.673367,135.061312,神戸市垂水区小束山手二丁目
34.674596,135.06536,神戸市垂水区小束山手一丁目
34.670663,135.049354,神戸市垂水区舞多聞西八丁目
34.670004,135.056639,神戸市垂水区多聞町
34.668425,135.052666,神戸市垂水区舞多聞西六丁目
34.66857,135.049588,神戸市垂水区舞多聞西七丁目
34.668382,135.045791,神戸市垂水区舞多聞西四丁目
34.667258,135.039257,神戸市垂水区神陵台九丁目
34.662028,135.068106,神戸市垂水区名谷町
34.670223,135.072436,神戸市垂水区神和台一丁目
34.669329,135.064048,神戸市垂水区小束山三丁目
34.671775,135.066469,神戸市垂水区小束山二丁目
34.669378,135.067566,神戸市垂水区小束山一丁目
34.668749,135.06134,神戸市垂水区小束山六丁目
34.665349,135.053653,神戸市垂水区舞多聞東三丁目
34.665937,135.048449,神戸市垂水区舞多聞西五丁目
34.663113,135.047583,神戸市垂水区舞多聞西一丁目
34.666722,135.042034,神戸市垂水区舞多聞西三丁目
34.628008,135.052942,神戸市垂水区宮本町
34.626373,135.058046,神戸市垂水区平磯三丁目
34.632446,135.059304,神戸市垂水区川原四丁目
34.631732,135.058813,神戸市垂水区川原三丁目
34.629913,135.058711,神戸市垂水区川原一丁目
34.630777,135.058682,神戸市垂水区川原二丁目
34.631236,135.058064,神戸市垂水区川原五丁目
34.629928,135.056458,神戸市垂水区日向一丁目
34.63164,135.056703,神戸市垂水区日向二丁目
34.633009,135.057972,神戸市垂水区御霊町
34.633811,135.056087,神戸市垂水区瑞ケ丘
34.63184,135.05429,神戸市垂水区陸ノ町
34.628851,135.056174,神戸市垂水区平磯四丁目
34.629904,135.054232,神戸市垂水区神田町
34.630426,135.050174,神戸市垂水区五色山一丁目
34.630762,135.052128,神戸市垂水区天ノ下町
34.630277,135.048709,神戸市垂水区五色山二丁目
34.632821,135.050075,神戸市垂水区仲田一丁目
34.630316,135.047425,神戸市垂水区五色山三丁目
34.632891,135.04796,神戸市垂水区霞ケ丘一丁目
34.63446,135.047646,神戸市垂水区霞ケ丘二丁目
34.62954,135.042268,神戸市垂水区五色山六丁目
34.630599,135.045086,神戸市垂水区五色山四丁目
34.631141,135.042922,神戸市垂水区五色山五丁目
34.633088,135.044535,神戸市垂水区霞ケ丘四丁目
34.634494,135.044688,神戸市垂水区霞ケ丘五丁目
34.627203,135.04578,神戸市垂水区海岸通
34.630722,135.040813,神戸市垂水区五色山七丁目
34.631856,135.041398,神戸市垂水区五色山八丁目
34.634232,135.041185,神戸市垂水区歌敷山一丁目
34.632261,135.036231,神戸市垂水区東舞子町
34.635145,135.056238,神戸市垂水区高丸一丁目
34.635737,135.055082,神戸市垂水区高丸二丁目
34.637247,135.054493,神戸市垂水区高丸五丁目
34.63909,135.056763,神戸市垂水区高丸六丁目
34.641674,135.057383,神戸市垂水区高丸八丁目
34.63435,135.052722,神戸市垂水区旭が丘一丁目
34.634251,135.050952,神戸市垂水区旭が丘二丁目
34.640142,135.054731,神戸市垂水区高丸七丁目
34.63497,135.050015,神戸市垂水区仲田三丁目
34.635805,135.049022,神戸市垂水区仲田二丁目
34.637502,135.051273,神戸市垂水区旭が丘三丁目
34.64042,135.05203,神戸市垂水区上高丸一丁目
34.636541,135.047826,神戸市垂水区霞ケ丘三丁目
34.638366,135.047644,神戸市垂水区星が丘一丁目
34.639339,135.049302,神戸市垂水区星が丘二丁目
34.642149,135.046886,神戸市垂水区星陵台三丁目
34.636095,135.044884,神戸市垂水区霞ケ丘六丁目
34.637703,135.044976,神戸市垂水区霞ケ丘七丁目
34.635747,135.041377,神戸市垂水区歌敷山二丁目
34.639554,135.045986,神戸市垂水区星陵台一丁目
34.640904,135.046442,神戸市垂水区星陵台二丁目
34.642739,135.044414,神戸市垂水区星陵台七丁目
34.641457,135.044177,神戸市垂水区星陵台六丁目
34.639962,135.043645,神戸市垂水区星陵台五丁目
34.642108,135.042222,神戸市垂水区北舞子一丁目
34.634958,135.038984,神戸市垂水区歌敷山四丁目
34.638035,135.041654,神戸市垂水区歌敷山三丁目
34.63535,135.037659,神戸市垂水区舞子台一丁目
34.637927,135.038761,神戸市垂水区舞子台三丁目
34.640125,135.038649,神戸市垂水区舞子台七丁目
34.641997,135.040701,神戸市垂水区北舞子二丁目
34.642192,135.038452,神戸市垂水区北舞子三丁目
34.637554,135.036109,神戸市垂水区舞子台四丁目
34.641804,135.037154,神戸市垂水区北舞子四丁目
34.635794,135.034106,神戸市垂水区舞子台二丁目
34.637592,135.034041,神戸市垂水区舞子台五丁目
34.638353,135.032217,神戸市垂水区舞子台六丁目
